row_index,customer_id,name_true,email_true,phone_true_e164,signup_date_true,order_date_true,city_true,district_true,country_true,order_amount_true,customer_age_true
664,406,Hazrat Melihcan Demir Arslan,hazrat.melihcan.demir.arslan406@example.com,+905366684590,2022-10-07,2026-05-06,Samsun,Atakum,Türkiye,359.15,68
665,256,Öğr. Rafih Şensoy,ogr.rafih.sensoy256@example.com,+905965699988,2022-05-09,2025-12-24,Gaziantep,Şahinbey,Türkiye,588.83,74
666,269,Dr. Asiman Şener Tevetoğlu,dr.asiman.sener.tevetoglu269@example.com,+905424932149,2024-01-19,2025-10-23,Bursa,Nilüfer,Türkiye,354.1,52
667,164,Kıvılcım Seven,kivilcim.seven164@example.com,+905065307450,2024-01-21,2025-07-15,Manisa,Şehzadeler,Türkiye,558.6,70
668,187,Dr. Dilşat Durdu Akça,dr.dilsat.durdu.akca187@example.com,+905503758997,2021-12-06,2025-08-04,Gaziantep,Şahinbey,Türkiye,376.34,60
669,121,Necva Şensoy,necva.sensoy121@example.com,+905564651939,2022-11-21,2025-12-24,Şanlıurfa,Eyyübiye,Türkiye,180.44,29
670,400,Özpetek Tevetoğlu,ozpetek.tevetoglu400@example.com,+905534735528,2022-06-15,2025-01-24,Trabzon,Ortahisar,Türkiye,410.22,74
671,75,Kaver İhsanoğlu Çetin,kaver.ihsanoglu.cetin75@example.com,+905415667652,2023-03-02,2025-04-18,Kayseri,Kocasinan,Türkiye,393.41,62
672,37,Uraltay Gül,uraltay.gul37@example.com,+905824008427,2025-05-16,2026-03-13,Kayseri,Melikgazi,Türkiye,374.26,73
673,392,Asiman Akçay,asiman.akcay392@example.com,+905304687506,2024-11-09,2025-09-12,Ankara,Yenimahalle,Türkiye,198.45,39
674,229,Erginel Nezihi Demir,erginel.nezihi.demir229@example.com,+905317456424,2025-11-21,2026-05-10,İzmir,Bornova,Türkiye,124.74,18
675,295,Naide Mansız,naide.mansiz295@example.com,+905597010822,2025-10-14,2025-11-14,Erzurum,Yakutiye,Türkiye,313.03,49
676,254,Çoğay Tarhan,cogay.tarhan254@example.com,+905099499939,2024-08-24,2025-07-22,Antalya,Muratpaşa,Türkiye,211.77,32
677,354,Heva Yaman,heva.yaman354@example.com,+905520177749,2022-04-05,2026-02-28,Van,İpekyolu,Türkiye,103.19,18
678,88,Sevginur Misra İhsanoğlu,sevginur.misra.ihsanoglu88@example.com,+905595269495,2023-02-08,2025-10-31,Eskişehir,Tepebaşı,Türkiye,401.23,71
679,73,Koçak Akçay,kocak.akcay73@example.com,+905460953962,2022-03-23,2025-10-06,Gaziantep,Şahinbey,Türkiye,317.54,60
680,79,Çakırca Gücal Yorulmaz,cakirca.gucal.yorulmaz79@example.com,+905473947312,2025-07-14,2025-11-15,Bursa,Osmangazi,Türkiye,208.4,46
681,74,Burakhan Kasim Yılmaz,burakhan.kasim.yilmaz74@example.com,+905722170430,2024-10-30,2025-04-10,Samsun,İlkadım,Türkiye,411.34,74
682,290,Onuker Zengin,onuker.zengin290@example.com,+905320309376,2025-08-05,2025-10-11,Şanlıurfa,Eyyübiye,Türkiye,380.51,68
683,92,Behiza Hezniye Arsoy Arslan,behiza.hezniye.arsoy.arslan92@example.com,+905301657120,2022-11-11,2025-03-29,Mersin,Toroslar,Türkiye,203.15,28
684,330,Prof. Mehdiye Korutürk Bilge,prof.mehdiye.koruturk.bilge330@example.com,+905647969545,2025-08-09,2026-03-27,Kayseri,Melikgazi,Türkiye,127.44,19
685,230,Koçak Soylu,kocak.soylu230@example.com,+905478077406,2024-04-22,2025-08-09,Antalya,Kepez,Türkiye,265.77,56
686,424,Dr. Oymak Şener,dr.oymak.sener424@example.com,+905746897152,2021-12-09,2026-04-16,Diyarbakır,Kayapınar,Türkiye,274.57,48
687,236,İncifir Sanavber Hançer,incifir.sanavber.hancer236@example.com,+905351863878,2025-01-31,2025-10-14,Şanlıurfa,Eyyübiye,Türkiye,277.32,57
688,319,Tali Âdem Soylu,tali.dem.soylu319@example.com,+905389888167,2025-07-09,2025-12-03,Samsun,İlkadım,Türkiye,316.45,25
689,28,Gülşa Şensoy,gulsa.sensoy28@example.com,+905434558122,2024-08-26,2025-03-12,İzmir,Karşıyaka,Türkiye,242.22,42
690,394,Necva Yılmaz,necva.yilmaz394@example.com,+905095431735,2025-08-23,2025-12-12,Şanlıurfa,Eyyübiye,Türkiye,374.11,70
691,352,Gülev Demir,gulev.demir352@example.com,+905742761707,2023-12-13,2025-07-16,Şanlıurfa,Eyyübiye,Türkiye,351.11,63
692,27,Dirlik Çamurcuoğlu,dirlik.camurcuoglu27@example.com,+905727743487,2022-06-08,2026-02-23,Antalya,Kepez,Türkiye,153.93,33
693,38,Us Sadittin İnönü Aslan,us.sadittin.inonu.aslan38@example.com,+905328120679,2023-04-25,2025-02-03,Kayseri,Kocasinan,Türkiye,160.64,36
694,345,Zeride Sabihe Zengin Korutürk,zeride.sabihe.zengin.koruturk345@example.com,+905965772429,2024-02-11,2026-03-21,Gaziantep,Şahinbey,Türkiye,343.06,69
695,57,Yrd. Doç. Duruk Abdülahat Erdoğan,yrd.doc.duruk.abdulahat.erdogan57@example.com,+905529042284,2024-12-20,2025-12-02,Mersin,Yenişehir,Türkiye,159.09,25
696,412,Abdülahat Oldağ Korutürk Şafak,abdulahat.oldag.koruturk.safak412@example.com,+905754692632,2022-06-26,2025-07-14,İzmir,Bornova,Türkiye,388.41,64
697,204,Av. Atnan Eşref Akgündüz,av.atnan.esref.akgunduz204@example.com,+905488725639,2021-11-02,2025-09-05,Ankara,Yenimahalle,Türkiye,404.6,72
698,165,Zeyno Ertaş,zeyno.ertas165@example.com,+905082148628,2022-10-05,2026-01-07,Kayseri,Kocasinan,Türkiye,73.88,19
699,446,Öğr. Yazgül Yasemen Mansız Aksu,ogr.yazgul.yasemen.mansiz.aksu446@example.com,+905419267649,2025-03-31,2026-06-12,Gaziantep,Şahinbey,Türkiye,117.12,24
700,37,Uraltay Gül,uraltay.gul37@example.com,+905824008427,2025-05-16,2025-10-06,Kayseri,Melikgazi,Türkiye,389.31,73
701,178,Nurmelek Hayrioğlu,nurmelek.hayrioglu178@example.com,+905326033230,2022-08-23,2025-06-10,Şanlıurfa,Eyyübiye,Türkiye,285.6,50
702,154,Selmin Mansız,selmin.mansiz154@example.com,+905599293784,2024-12-18,2026-03-04,Van,İpekyolu,Türkiye,249.25,49
703,99,Uzsoy Şener,uzsoy.sener99@example.com,+905106903311,2022-08-14,2025-12-22,Mersin,Yenişehir,Türkiye,143.9,20
704,203,Musaffa Akdeniz,musaffa.akdeniz203@example.com,+905411080996,2021-08-20,2025-10-16,Kayseri,Kocasinan,Türkiye,289.33,55
705,419,Kutay Afer Hayrioğlu Aksu,kutay.afer.hayrioglu.aksu419@example.com,+905625257150,2022-07-15,2025-05-30,Bursa,Osmangazi,Türkiye,357.01,55
706,473,Ayülker Şensoy,ayulker.sensoy473@example.com,+905010023142,2022-06-07,2025-02-03,Gaziantep,Şehitkamil,Türkiye,295.03,56
707,385,Safinaz Ayçan Arslan Tevetoğlu,safinaz.aycan.arslan.tevetoglu385@example.com,+905033993788,2023-10-16,2026-02-06,Ankara,Keçiören,Türkiye,117.15,25
708,354,Heva Yaman,heva.yaman354@example.com,+905520177749,2022-04-05,2025-08-27,Van,İpekyolu,Türkiye,70.42,18
709,80,Sittik Nevsal Zorlu,sittik.nevsal.zorlu80@example.com,+905551884422,2023-12-03,2026-06-19,Diyarbakır,Kayapınar,Türkiye,276.39,50
710,329,Çev. İlmafer Akça,cev.ilmafer.akca329@example.com,+905061675677,2025-09-30,2026-06-02,Antalya,Kepez,Türkiye,116.41,20
711,414,Arş. Gör. Sebattin İvecen Ülker,ars.gor.sebattin.ivecen.ulker414@example.com,+905418621042,2023-06-24,2026-04-15,Gaziantep,Şehitkamil,Türkiye,248.65,40
712,278,Arifcan Aslan,arifcan.aslan278@example.com,+905371894905,2022-12-13,2026-05-17,Manisa,Şehzadeler,Türkiye,356.87,67
713,338,Deryanur Hasgül Güçlü Yıldırım,deryanur.hasgul.guclu.yildirim338@example.com,+905070015941,2023-09-01,2025-06-24,Mersin,Yenişehir,Türkiye,421.12,75
714,203,Musaffa Akdeniz,musaffa.akdeniz203@example.com,+905411080996,2021-08-20,2026-05-29,Kayseri,Kocasinan,Türkiye,311.23,55
715,351,Zinnure Neval Yorulmaz Gülen,zinnure.neval.yorulmaz.gulen351@example.com,+905456449485,2023-07-04,2026-01-13,Antalya,Kepez,Türkiye,398.15,75
716,255,Ünsever Türk,unsever.turk255@example.com,+905728975267,2023-04-17,2025-05-23,Samsun,İlkadım,Türkiye,157.31,26
717,472,Uz. Gülnaziye Şehza Yaman,uz.gulnaziye.sehza.yaman472@example.com,+905240422693,2025-07-23,2026-02-05,Konya,Meram,Türkiye,134.88,27
718,158,Yahşi Soylu,yahsi.soylu158@example.com,+905015336884,2022-03-31,2025-06-17,İzmir,Bornova,Türkiye,209.77,36
719,384,Dürrüşehvar Seven,durrusehvar.seven384@example.com,+905241246209,2024-02-15,2025-10-24,Kayseri,Melikgazi,Türkiye,143.36,29
720,394,Necva Yılmaz,necva.yilmaz394@example.com,+905095431735,2025-08-23,2025-12-01,Şanlıurfa,Eyyübiye,Türkiye,360.79,70
721,460,Öğr. Hafıza Yaman Manço,ogr.hafiza.yaman.manco460@example.com,+905392312604,2024-11-14,2025-02-05,Bursa,Nilüfer,Türkiye,157.9,27
722,71,Aygutalp İhsanoğlu,aygutalp.ihsanoglu71@example.com,+905407581814,2025-06-24,2025-09-10,Manisa,Şehzadeler,Türkiye,354.88,66
723,349,Günsel Selvi Dumanlı Akça,gunsel.selvi.dumanli.akca349@example.com,+905537599004,2023-02-13,2025-05-13,Trabzon,Ortahisar,Türkiye,338.81,57
724,427,Erinçer Akar,erincer.akar427@example.com,+905249724399,2022-03-26,2025-07-07,Samsun,İlkadım,Türkiye,371.94,71
725,385,Safinaz Ayçan Arslan Tevetoğlu,safinaz.aycan.arslan.tevetoglu385@example.com,+905033993788,2023-10-16,2025-08-17,Ankara,Keçiören,Türkiye,113.75,25
726,87,Emal Ülker Şensoy,emal.ulker.sensoy87@example.com,+905168784991,2025-03-24,2025-12-21,Samsun,Atakum,Türkiye,145.23,24
727,251,Öğr. Bezek Tevetoğlu Türk,ogr.bezek.tevetoglu.turk251@example.com,+905649578232,2022-09-10,2026-03-17,Gaziantep,Şahinbey,Türkiye,324.09,52
728,231,Seydo Şener,seydo.sener231@example.com,+905368663266,2024-09-17,2025-07-13,İstanbul,Üsküdar,Türkiye,133.97,34
729,281,İmrihan İde Ülker,imrihan.ide.ulker281@example.com,+905372805129,2025-01-31,2025-07-29,Mersin,Yenişehir,Türkiye,407.01,71
730,266,Dr. Selime İnönü Yorulmaz,dr.selime.inonu.yorulmaz266@example.com,+905823578452,2021-08-20,2025-10-15,Adana,Çukurova,Türkiye,385.02,73
731,481,Hatin Nüdret Çorlu Arsoy,hatin.nudret.corlu.arsoy481@example.com,+905025213109,2023-08-13,2026-05-27,Trabzon,Ortahisar,Türkiye,338.65,27
732,77,Uz. Gülev Arslan Bilir,uz.gulev.arslan.bilir77@example.com,+905964016582,2025-10-10,2026-01-19,Kayseri,Kocasinan,Türkiye,310.9,27
733,37,Uraltay Gül,uraltay.gul37@example.com,+905824008427,2025-05-16,2026-02-06,Kayseri,Melikgazi,Türkiye,395.86,73
734,320,Hanbiken Şemsinisa Sezgin,hanbiken.semsinisa.sezgin320@example.com,+905545279852,2021-12-20,2026-01-14,İstanbul,Şişli,Türkiye,184.73,37
735,392,Asiman Akçay,asiman.akcay392@example.com,+905304687506,2024-11-09,2025-05-16,Ankara,Yenimahalle,Türkiye,170.29,39
736,233,Binay Huban Demir,binay.huban.demir233@example.com,+905474350313,2022-05-26,2025-02-16,Diyarbakır,Kayapınar,Türkiye,254.54,45
737,461,Galip Akdeniz,galip.akdeniz461@example.com,+905106684335,2023-07-24,2025-09-15,Manisa,Şehzadeler,Türkiye,226.91,48
738,86,Hayel Eraslan,hayel.eraslan86@example.com,+905162456506,2025-08-30,2026-03-22,Erzurum,Yakutiye,Türkiye,326.95,54
739,481,Hatin Nüdret Çorlu Arsoy,hatin.nudret.corlu.arsoy481@example.com,+905025213109,2023-08-13,2025-10-10,Trabzon,Ortahisar,Türkiye,335.84,27
740,484,Feremez İnançlı Güçlü,feremez.inancli.guclu484@example.com,+905390438303,2024-06-09,2025-11-22,Bursa,Nilüfer,Türkiye,188.84,23
741,69,Av. Arıkol Mirbadin Sezgin,av.arikol.mirbadin.sezgin69@example.com,+905462914865,2025-03-26,2025-04-07,Antalya,Kepez,Türkiye,528.99,60
742,195,Özpınar Selâtin Çetin Türk,ozpinar.seltin.cetin.turk195@example.com,+905573993056,2025-04-24,2026-03-30,İstanbul,Kadıköy,Türkiye,235.23,42
743,262,Muvaffak Avşin Hayrioğlu,muvaffak.avsin.hayrioglu262@example.com,+905455616814,2023-04-23,2025-10-27,Ankara,Çankaya,Türkiye,97.53,26
744,132,Yeneral Ginyas Zorlu Hançer,yeneral.ginyas.zorlu.hancer132@example.com,+905126042232,2021-12-17,2026-04-20,Samsun,Atakum,Türkiye,390.24,38
745,136,Rayla Zülbiye Karadeniz,rayla.zulbiye.karadeniz136@example.com,+905526965827,2021-08-18,2025-01-18,Gaziantep,Şehitkamil,Türkiye,95.94,22
746,487,Adlan Eraslan,adlan.eraslan487@example.com,+905024817175,2024-12-30,2026-01-10,Şanlıurfa,Eyyübiye,Türkiye,198.12,36
747,398,Karataş Seven,karatas.seven398@example.com,+905247395003,2024-11-02,2025-01-14,Şanlıurfa,Eyyübiye,Türkiye,199.25,36
748,383,Elvan Çisem Yorulmaz Zengin,elvan.cisem.yorulmaz.zengin383@example.com,+905626085641,2025-04-22,2026-03-17,İstanbul,Üsküdar,Türkiye,184.83,24
749,261,Çev. Rabbiye Alemdar İnönü,cev.rabbiye.alemdar.inonu261@example.com,+905622499982,2023-05-25,2025-12-02,Erzurum,Yakutiye,Türkiye,389.05,65
750,195,Özpınar Selâtin Çetin Türk,ozpinar.seltin.cetin.turk195@example.com,+905573993056,2025-04-24,2026-03-27,İstanbul,Kadıköy,Türkiye,196.8,42
751,241,Kösemen Dumanlı,kosemen.dumanli241@example.com,+905522459334,2024-04-06,2025-11-06,Ankara,Keçiören,Türkiye,180.3,23
752,242,Çev. Atiyye Bilgin Arslan,cev.atiyye.bilgin.arslan242@example.com,+905096105566,2025-04-10,2025-12-06,Van,İpekyolu,Türkiye,574.39,73
753,390,Av. Övün Şilan Tarhan,av.ovun.silan.tarhan390@example.com,+905375047930,2024-11-06,2025-11-22,Kayseri,Melikgazi,Türkiye,412.7,70
754,253,Aydinç Bilgin,aydinc.bilgin253@example.com,+905520566474,2025-02-04,2025-04-19,Bursa,Nilüfer,Türkiye,358.07,67
755,229,Erginel Nezihi Demir,erginel.nezihi.demir229@example.com,+905317456424,2025-11-21,2026-06-12,İzmir,Bornova,Türkiye,149.49,18
756,462,Ortak Ömür Duran Karadeniz,ortak.omur.duran.karadeniz462@example.com,+905414545635,2025-09-06,2026-03-12,Denizli,Pamukkale,Türkiye,157.43,29
757,22,Arş. Gör. Yurtgüven Yüksel,ars.gor.yurtguven.yuksel22@example.com,+905356159514,2023-02-08,2025-07-12,Manisa,Şehzadeler,Türkiye,223.2,37
758,473,Ayülker Şensoy,ayulker.sensoy473@example.com,+905010023142,2022-06-07,2025-07-06,Gaziantep,Şehitkamil,Türkiye,283.07,56
759,50,Av. Behiza İnönü Duran,av.behiza.inonu.duran50@example.com,+905367136959,2024-04-16,2026-01-29,Diyarbakır,Kayapınar,Türkiye,316.41,62
760,245,Mazlum Demir,mazlum.demir245@example.com,+905590425979,2025-02-17,2025-04-12,Van,İpekyolu,Türkiye,235.37,46
761,59,Gürsal Arkut Zorlu,gursal.arkut.zorlu59@example.com,+905124998569,2022-12-22,2025-10-22,Bursa,Nilüfer,Türkiye,253.14,36
762,438,Tanyolaç Tevetoğlu,tanyolac.tevetoglu438@example.com,+905539915668,2023-07-02,2025-02-18,Şanlıurfa,Eyyübiye,Türkiye,341.5,69
763,362,Havse İncifir Hayrioğlu Yıldırım,havse.incifir.hayrioglu.yildirim362@example.com,+905037236831,2024-04-05,2025-06-09,İstanbul,Beşiktaş,Türkiye,430.33,67
764,332,Berran İnönü,berran.inonu332@example.com,+905349114152,2025-11-02,2026-05-26,Gaziantep,Şahinbey,Türkiye,334.53,52
765,302,Mishat Buyrukhan Sezer Hançer,mishat.buyrukhan.sezer.hancer302@example.com,+905016580464,2022-01-13,2026-03-28,Samsun,Atakum,Türkiye,350.31,57
766,342,Aktemür Göken Soylu,aktemur.goken.soylu342@example.com,+905034864518,2024-08-15,2025-10-22,İstanbul,Kadıköy,Türkiye,398.78,72
767,18,Av. Azettin Kavurt Aslan,av.azettin.kavurt.aslan18@example.com,+905401640052,2022-05-18,2026-05-19,Mersin,Toroslar,Türkiye,171.11,34
768,303,Alattin Hayrioğlu,alattin.hayrioglu303@example.com,+905325381793,2021-09-22,2025-12-11,Konya,Selçuklu,Türkiye,533.43,65
769,230,Koçak Soylu,kocak.soylu230@example.com,+905478077406,2024-04-22,2025-11-11,Antalya,Kepez,Türkiye,311.02,56
770,119,Korugan Şama,korugan.sama119@example.com,+905472126464,2023-03-27,2026-02-23,Mersin,Toroslar,Türkiye,365.43,68
771,195,Özpınar Selâtin Çetin Türk,ozpinar.seltin.cetin.turk195@example.com,+905573993056,2025-04-24,2026-02-16,İstanbul,Kadıköy,Türkiye,219.83,42
772,126,Okt. Minibe Seblâ Tevetoğlu,okt.minibe.sebl.tevetoglu126@example.com,+905419182553,2023-05-20,2026-02-10,Konya,Selçuklu,Türkiye,111.61,25
773,292,Dr. Yekbun Sevgen Yılmaz Gül,dr.yekbun.sevgen.yilmaz.gul292@example.com,+905071002194,2023-08-13,2026-06-01,Kayseri,Melikgazi,Türkiye,527.13,62
774,349,Günsel Selvi Dumanlı Akça,gunsel.selvi.dumanli.akca349@example.com,+905537599004,2023-02-13,2026-02-14,Trabzon,Ortahisar,Türkiye,331.52,57
775,260,Boztaş Gürelcem Seven Sezer,boztas.gurelcem.seven.sezer260@example.com,+905339776719,2022-08-01,2025-09-30,Manisa,Şehzadeler,Türkiye,82.75,18
776,392,Asiman Akçay,asiman.akcay392@example.com,+905304687506,2024-11-09,2025-08-06,Ankara,Yenimahalle,Türkiye,194.69,39
777,37,Uraltay Gül,uraltay.gul37@example.com,+905824008427,2025-05-16,2025-05-26,Kayseri,Melikgazi,Türkiye,393.88,73
778,422,Kopan Bilge,kopan.bilge422@example.com,+905023212983,2024-08-16,2026-05-19,Gaziantep,Şehitkamil,Türkiye,242.8,50
779,149,Turabi Sezer,turabi.sezer149@example.com,+905244720999,2024-07-27,2025-07-13,Konya,Meram,Türkiye,343.25,59
780,227,Dr. Akyıldız Durdu Arslan,dr.akyildiz.durdu.arslan227@example.com,+905535544964,2023-06-15,2026-01-16,İzmir,Konak,Türkiye,544.62,67
781,233,Binay Huban Demir,binay.huban.demir233@example.com,+905474350313,2022-05-26,2025-09-23,Diyarbakır,Kayapınar,Türkiye,230.37,45
782,453,Hiçsönmez Hançer,hicsonmez.hancer453@example.com,+905097283215,2025-03-14,2025-10-12,Gaziantep,Şehitkamil,Türkiye,345.85,50
783,365,Prof. Nevsale Uğur Zengin Sakarya,prof.nevsale.ugur.zengin.sakarya365@example.com,+905069581467,2025-04-17,2026-05-22,Ankara,Keçiören,Türkiye,304.75,49
784,40,Uz. Servinaz Adila Gül,uz.servinaz.adila.gul40@example.com,+905399049027,2023-01-15,2025-08-17,Kayseri,Kocasinan,Türkiye,394.2,59
785,146,Möhsim Seven,mohsim.seven146@example.com,+905557431329,2025-05-03,2025-05-26,İzmir,Karşıyaka,Türkiye,122.78,27
786,385,Safinaz Ayçan Arslan Tevetoğlu,safinaz.aycan.arslan.tevetoglu385@example.com,+905033993788,2023-10-16,2026-01-24,Ankara,Keçiören,Türkiye,99.95,25
787,391,Tanbay İhsanoğlu,tanbay.ihsanoglu391@example.com,+905060566418,2023-05-02,2025-06-27,Bursa,Osmangazi,Türkiye,302.63,49
788,238,Teber Bilir,teber.bilir238@example.com,+905585566593,2022-10-16,2025-02-14,Mersin,Yenişehir,Türkiye,285.31,52
789,250,Rahiye Kumral Zorlu,rahiye.kumral.zorlu250@example.com,+905325621689,2022-06-10,2025-04-28,İstanbul,Üsküdar,Türkiye,316.57,61
790,5,Arş. Gör. Sıylıhan Akbaş Durmuş,ars.gor.siylihan.akbas.durmus5@example.com,+905969653287,2025-06-09,2025-06-14,Konya,Meram,Türkiye,358.96,66
791,280,Fazul Gül,fazul.gul280@example.com,+905471281442,2022-06-30,2025-12-15,Manisa,Şehzadeler,Türkiye,142.86,35
792,377,Öğr. Hanedan İmam Ertaş,ogr.hanedan.imam.ertas377@example.com,+905622827728,2022-12-25,2026-02-22,Kayseri,Melikgazi,Türkiye,176.54,25
793,26,Rabbiye Aslan,rabbiye.aslan26@example.com,+905016328708,2024-07-20,2025-06-17,Şanlıurfa,Eyyübiye,Türkiye,345.24,72
794,151,Özakan Mazlum Bilgin Akçay,ozakan.mazlum.bilgin.akcay151@example.com,+905578759856,2024-06-07,2026-06-20,İstanbul,Şişli,Türkiye,148.75,29
795,284,Sevdinar İhsanoğlu Hayrioğlu,sevdinar.ihsanoglu.hayrioglu284@example.com,+905010618175,2024-09-19,2025-06-05,Eskişehir,Odunpazarı,Türkiye,356.08,64
796,473,Ayülker Şensoy,ayulker.sensoy473@example.com,+905010023142,2022-06-07,2025-01-07,Gaziantep,Şehitkamil,Türkiye,280.53,56
797,136,Rayla Zülbiye Karadeniz,rayla.zulbiye.karadeniz136@example.com,+905526965827,2021-08-18,2025-05-23,Gaziantep,Şehitkamil,Türkiye,104.19,22
798,409,Giz Akça,giz.akca409@example.com,+905621286716,2024-10-16,2025-08-21,Şanlıurfa,Eyyübiye,Türkiye,287.96,26
799,154,Selmin Mansız,selmin.mansiz154@example.com,+905599293784,2024-12-18,2026-04-25,Van,İpekyolu,Türkiye,243.61,49
800,408,Şahıgül Yorulmaz Yılmaz,sahigul.yorulmaz.yilmaz408@example.com,+905597412182,2025-10-08,2026-06-23,Şanlıurfa,Eyyübiye,Türkiye,428.56,70
801,140,Dr. Gülşeref Umuşan Güçlü Çetin,dr.gulseref.umusan.guclu.cetin140@example.com,+905648149177,2023-01-31,2026-06-20,İstanbul,Üsküdar,Türkiye,219.73,41
802,254,Çoğay Tarhan,cogay.tarhan254@example.com,+905099499939,2024-08-24,2025-01-27,Antalya,Muratpaşa,Türkiye,155.54,32
803,364,Arş. Gör. Dilsitan Banü Güçlü,ars.gor.dilsitan.banu.guclu364@example.com,+905050166799,2021-11-06,2025-09-12,Van,İpekyolu,Türkiye,310.97,53
804,308,Ekmel Ertaş,ekmel.ertas308@example.com,+905592745238,2021-12-25,2026-05-13,Manisa,Şehzadeler,Türkiye,136.06,20
805,103,Elvan Şener,elvan.sener103@example.com,+905517518304,2023-11-01,2026-05-09,Mersin,Yenişehir,Türkiye,389.16,61
806,416,Merzuk Adlan Ertaş,merzuk.adlan.ertas416@example.com,+905531312206,2023-01-28,2026-01-07,İstanbul,Kadıköy,Türkiye,329.76,24
807,446,Öğr. Yazgül Yasemen Mansız Aksu,ogr.yazgul.yasemen.mansiz.aksu446@example.com,+905419267649,2025-03-31,2025-12-29,Gaziantep,Şahinbey,Türkiye,119.13,24
808,489,Dr. Mahter Havse Hançer,dr.mahter.havse.hancer489@example.com,+905054669275,2023-01-28,2025-01-29,Van,İpekyolu,Türkiye,417.4,72
809,27,Dirlik Çamurcuoğlu,dirlik.camurcuoglu27@example.com,+905727743487,2022-06-08,2025-04-14,Antalya,Kepez,Türkiye,158.01,33
810,473,Ayülker Şensoy,ayulker.sensoy473@example.com,+905010023142,2022-06-07,2025-10-04,Gaziantep,Şehitkamil,Türkiye,338.73,56
811,399,Okt. Ferhan Nirgül Hançer Gül,okt.ferhan.nirgul.hancer.gul399@example.com,+905583230241,2025-10-31,2026-02-02,Mersin,Yenişehir,Türkiye,418.75,71
812,464,Sücaettin Kısakürek,sucaettin.kisakurek464@example.com,+905108255598,2022-07-23,2025-01-15,Kayseri,Melikgazi,Türkiye,219.47,41
813,68,Uz. Sadiye Gülbiye Aslan Ertaş,uz.sadiye.gulbiye.aslan.ertas68@example.com,+905515186449,2025-02-08,2025-05-26,Eskişehir,Odunpazarı,Türkiye,212.57,39
814,18,Av. Azettin Kavurt Aslan,av.azettin.kavurt.aslan18@example.com,+905401640052,2022-05-18,2025-08-27,Mersin,Toroslar,Türkiye,149.49,34
815,270,Doç. Bozbağ Görgünay Durmuş,doc.bozbag.gorgunay.durmus270@example.com,+905577245992,2023-02-06,2025-11-20,Antalya,Muratpaşa,Türkiye,166.64,24
816,378,Ruhugül Gül Sakarya,ruhugul.gul.sakarya378@example.com,+905028519611,2023-11-17,2026-01-09,Diyarbakır,Kayapınar,Türkiye,274.2,54
817,103,Elvan Şener,elvan.sener103@example.com,+905517518304,2023-11-01,2025-03-09,Mersin,Yenişehir,Türkiye,368.85,61
818,408,Şahıgül Yorulmaz Yılmaz,sahigul.yorulmaz.yilmaz408@example.com,+905597412182,2025-10-08,2025-12-10,Şanlıurfa,Eyyübiye,Türkiye,415.73,70
819,260,Boztaş Gürelcem Seven Sezer,boztas.gurelcem.seven.sezer260@example.com,+905339776719,2022-08-01,2025-03-01,Manisa,Şehzadeler,Türkiye,77.35,18
